1_DMSO_1	2_DMSO_2	3_Sora_1	4_Sora_2	5_Tram_1	6_Tram_2
ENSG00000108654	10561	11199	6461	7495	10181	9129
ENSG00000265695	0	0	0	0	0	0
ENSG00000266241	0	0	0	0	0	0
ENSG00000258890	451	415	372	427	466	383
ENSG00000266566	0	0	0	0	0	0
ENSG00000108854	1309	1246	827	1006	1208	966
ENSG00000271779	0	0	0	0	0	0
ENSG00000270714	2	5	4	2	2	2
ENSG00000215769	25	15	14	16	18	14
ENSG00000266820	0	0	0	0	0	0
ENSG00000265298	21	30	22	25	22	22
ENSG00000263647	0	0	0	0	0	0
ENSG00000265982	4	0	8	2	8	0
ENSG00000214176	428	349	348	367	445	352
ENSG00000263804	1	1	1	1	3	2
ENSG00000252242	0	0	0	0	0	0
ENSG00000272400	0	0	0	0	0	0
ENSG00000176809	33	35	32	41	34	34
ENSG00000264840	0	0	0	0	0	0
ENSG00000272134	0	0	0	0	0	0
ENSG00000272220	0	0	0	0	0	0
ENSG00000265218	0	0	1	0	2	1
ENSG00000266644	0	1	0	0	1	0
ENSG00000271974	0	0	0	0	0	1
ENSG00000264057	2	2	3	1	3	4
ENSG00000266155	1	0	0	1	0	0
ENSG00000272346	0	0	0	0	0	0
ENSG00000232457	8	7	7	4	4	8
ENSG00000265912	2	3	1	2	3	1
ENSG00000272006	0	5	3	0	4	3
ENSG00000214174	118	114	108	153	120	126
ENSG00000120063	2706	2734	2329	2703	2896	2269
ENSG00000266598	0	0	0	0	0	0
ENSG00000263470	32	34	50	74	53	46
ENSG00000108370	0	1	1	5	2	0
ENSG00000265883	0	0	0	1	0	0
ENSG00000265189	0	0	0	0	0	0
ENSG00000263520	0	0	0	0	0	0
ENSG00000168646	217	229	249	316	337	296
ENSG00000266076	0	0	0	0	0	0
ENSG00000154240	5	8	2	7	12	11
ENSG00000271587	0	0	0	0	1	0
ENSG00000270870	0	0	0	0	0	1
ENSG00000266707	1	0	1	1	0	1
ENSG00000091583	3	5	4	4	3	8
ENSG00000252653	0	0	0	0	0	0
ENSG00000154229	4336	4210	4358	4966	4898	4030
ENSG00000244044	0	0	0	0	0	0
ENSG00000264630	0	1	0	0	1	1
ENSG00000252685	0	0	0	0	0	0
ENSG00000251698	0	0	0	0	0	0
ENSG00000229330	0	1	0	3	0	2
ENSG00000207943	0	0	0	0	0	0
ENSG00000075429	0	0	1	0	0	0
ENSG00000251764	0	0	0	0	0	0
ENSG00000075461	0	0	0	0	0	0
ENSG00000264491	0	1	0	0	0	0
ENSG00000214167	0	0	0	0	0	0
ENSG00000265664	0	0	0	0	0	0
ENSG00000108878	0	0	0	0	0	0
ENSG00000198265	2106	2193	1781	2098	2139	1907
ENSG00000264421	0	0	0	0	0	0
ENSG00000213180	0	1	0	0	0	2
ENSG00000266473	0	1	1	0	0	0
ENSG00000200619	0	0	0	0	0	0
ENSG00000207410	0	0	0	0	0	0
ENSG00000264093	0	0	0	0	0	0
ENSG00000197170	2462	2615	1818	2189	2539	2315
ENSG00000154217	1408	1202	765	985	1301	911
ENSG00000238612	0	0	0	0	0	1
ENSG00000201547	0	0	0	0	0	0
ENSG00000244610	0	0	0	1	0	0
ENSG00000207688	0	0	0	0	0	0
ENSG00000264754	0	0	0	0	0	0
ENSG00000130935	2256	2718	1637	1955	2346	2256
ENSG00000200394	0	0	2	0	0	0
ENSG00000266858	0	0	0	0	0	0
ENSG00000213179	0	0	0	0	1	0
ENSG00000222548	0	0	0	0	0	0
ENSG00000171634	3622	3681	3826	4219	4191	3918
ENSG00000265086	0	0	0	0	0	0
ENSG00000266717	0	0	0	2	0	0
ENSG00000265052	0	0	0	0	0	0
ENSG00000186665	480	463	435	476	554	479
ENSG00000266176	1	0	1	0	1	3
ENSG00000182481	8174	9612	7799	9272	9231	9183
ENSG00000266117	0	1	2	1	3	0
ENSG00000265055	13	10	13	26	18	25
ENSG00000237854	127	105	117	161	159	129
ENSG00000267023	1131	1157	1190	1395	1289	1089
ENSG00000267352	26	27	21	35	35	24
ENSG00000267708	0	0	2	0	0	1
ENSG00000267731	0	0	0	0	1	0
ENSG00000267472	0	0	0	0	1	0
ENSG00000265100	0	0	0	0	0	1
ENSG00000196704	744	780	734	945	849	757
ENSG00000141337	135	135	126	167	136	150
ENSG00000108932	0	1	1	1	0	0
ENSG00000267009	2	2	3	5	6	4
ENSG00000070540	434	347	373	475	511	375
ENSG00000207561	5	5	4	6	8	10
ENSG00000108946	4112	4184	3750	4303	4734	3761
ENSG00000108950	0	3	1	3	3	2
ENSG00000269657	0	2	2	1	1	2
ENSG00000267461	0	0	0	0	0	1
ENSG00000267659	1	0	0	1	1	1
ENSG00000263690	0	0	0	0	0	0
ENSG00000267250	0	0	0	0	0	0
ENSG00000141338	2	2	4	0	4	2
ENSG00000154258	17	10	15	20	17	19
ENSG00000231749	8	4	12	10	3	7
ENSG00000154262	1	1	2	0	2	2
ENSG00000267361	0	0	0	0	0	0
ENSG00000265331	0	0	0	0	0	0
ENSG00000154263	37	46	23	31	34	26
ENSG00000154265	92	59	92	81	86	81
ENSG00000267203	1	0	0	1	0	0
ENSG00000252352	0	0	0	0	0	0
ENSG00000108984	479	534	887	1039	773	735
ENSG00000267653	0	0	1	0	0	0
ENSG00000267194	79	91	207	271	169	119
ENSG00000227517	1	0	1	0	2	0
ENSG00000267184	0	0	0	0	0	0
ENSG00000252100	0	0	0	0	0	0
ENSG00000237560	0	0	0	0	0	0
ENSG00000199801	0	0	0	0	0	0
ENSG00000230258	0	0	0	0	0	0
ENSG00000267603	2	0	0	1	0	0
ENSG00000153822	0	1	0	0	1	1
ENSG00000267365	0	0	0	1	0	0
ENSG00000123700	1391	1164	1177	1711	1284	691
ENSG00000267170	0	1	0	1	1	0
ENSG00000267109	0	0	0	0	0	0
ENSG00000267471	0	0	0	0	0	0
ENSG00000271239	0	0	0	0	0	0
ENSG00000271101	0	0	0	1	0	0
ENSG00000260785	0	0	1	0	0	0
ENSG00000238759	0	0	0	0	0	0
ENSG00000222563	0	1	0	0	0	0
ENSG00000225818	1	0	0	0	0	0
ENSG00000228118	2	0	1	1	2	1
ENSG00000228639	0	0	0	0	0	0
ENSG00000256124	1	0	1	1	2	0
ENSG00000254148	0	0	0	0	0	0
ENSG00000234899	7	7	3	6	9	12
ENSG00000267893	0	0	0	0	2	0
ENSG00000226101	0	2	0	1	4	0
ENSG00000125398	5150	4698	3182	3744	5537	4436
ENSG00000227036	1764	1922	2151	2535	2270	2222
ENSG00000264026	2	1	1	1	0	1
ENSG00000263680	4	7	5	5	6	5
ENSG00000243514	1	2	1	0	1	1
ENSG00000263893	9	12	9	11	15	13
ENSG00000133195	1033	980	1025	1366	1145	982
ENSG00000200783	0	0	0	0	0	0
ENSG00000222545	1	0	0	0	0	1
ENSG00000252274	0	1	2	3	3	1
ENSG00000264196	1	0	0	0	2	0
ENSG00000266501	0	1	3	4	0	2
ENSG00000265469	0	0	0	0	0	0
ENSG00000264860	0	0	0	0	0	0
ENSG00000180616	0	0	0	1	1	0
ENSG00000260248	0	0	0	0	0	1
ENSG00000166685	729	671	773	887	755	743
ENSG00000133193	452	500	431	565	478	438
ENSG00000141219	308	358	317	360	402	373
ENSG00000265010	0	0	0	3	0	0
ENSG00000187959	2	3	6	8	4	5
ENSG00000179604	2830	2685	2626	3335	3207	2713
ENSG00000069188	0	0	0	0	1	0
ENSG00000264985	0	0	0	0	0	0
ENSG00000265780	0	0	0	0	0	0
ENSG00000264750	0	0	0	0	0	0
ENSG00000265935	0	0	0	0	0	0
ENSG00000263574	9	3	3	9	7	5
ENSG00000177338	2	0	0	0	0	1
ENSG00000234721	0	1	1	1	0	3
ENSG00000265927	0	1	0	0	0	0
ENSG00000266765	0	0	0	0	0	0
ENSG00000266357	0	0	0	0	0	1
ENSG00000172809	9510	9562	8977	11587	10234	9527
ENSG00000246731	1	1	4	8	2	6
ENSG00000141540	30	24	40	50	44	37
ENSG00000264272	0	0	1	0	0	0
ENSG00000171595	0	0	1	0	0	1
ENSG00000266106	0	0	0	0	0	0
ENSG00000252785	0	0	0	0	0	0
ENSG00000196169	2	1	0	3	0	1
ENSG00000268626	0	0	0	0	0	0
ENSG00000204347	0	0	0	0	0	1
ENSG00000257008	1	0	0	0	0	0
ENSG00000200021	0	0	0	0	0	0
ENSG00000170412	2338	2189	3252	3902	3196	2647
ENSG00000167851	0	0	0	0	0	0
ENSG00000178789	0	1	0	1	1	0
ENSG00000167850	1	1	0	0	1	0
ENSG00000236770	0	0	0	1	0	0
ENSG00000231027	0	0	0	0	0	0
ENSG00000204345	0	0	0	0	0	0
ENSG00000182352	0	1	0	0	0	1
ENSG00000261222	1	0	0	0	1	0
ENSG00000186407	1	0	0	0	0	0
ENSG00000172794	62	77	90	85	62	76
ENSG00000264659	0	0	0	0	0	0
ENSG00000186074	1	0	0	1	2	3
ENSG00000266036	2	0	1	1	0	1
ENSG00000264624	0	0	0	0	0	0
ENSG00000109062	4379	4533	5535	6570	5498	4717
ENSG00000109065	1022	1005	716	859	994	923
ENSG00000109066	1311	1371	1058	1316	1429	1371
ENSG00000161509	11	11	23	19	15	18
ENSG00000161513	227	214	323	430	316	248
ENSG00000172782	1	0	2	1	2	0
ENSG00000182040	42	36	51	39	64	35
ENSG00000183034	11	11	3	14	12	10
ENSG00000182938	11	19	22	20	24	16
ENSG00000167861	1505	1589	1899	2303	1972	1844
ENSG00000263586	0	0	0	0	0	0
ENSG00000109089	743	766	605	833	819	792
ENSG00000167862	817	889	762	968	910	877
ENSG00000252545	0	0	0	0	0	0
ENSG00000180901	1206	1379	1269	1438	1431	1233
ENSG00000167863	1722	1923	1689	2188	1953	1906
ENSG00000239607	0	0	0	0	0	0
ENSG00000270993	2	1	2	2	1	2
ENSG00000232724	3	5	2	4	3	4
ENSG00000170190	1261	974	1258	1534	1341	1065
ENSG00000206713	0	0	0	0	0	0
ENSG00000125449	857	944	739	858	850	860
ENSG00000125458	779	713	744	968	940	798
ENSG00000189159	5094	4995	4602	5641	5258	4876
ENSG00000265800	7	3	0	2	8	4
ENSG00000263786	6	4	8	4	3	6
ENSG00000252042	0	0	0	0	0	0
ENSG00000265242	34	33	38	45	48	42
ENSG00000188612	4575	4411	4271	5004	5304	4174
ENSG00000125450	1308	1473	1425	1716	1564	1537
ENSG00000125447	1216	1099	1167	1435	1349	1225
ENSG00000125445	1796	2049	1867	2135	1975	2013
ENSG00000125457	509	534	440	582	535	519
ENSG00000263843	22	31	20	27	21	29
ENSG00000125454	252	309	147	145	280	275
ENSG00000177885	3042	3014	3068	3659	3311	2943
ENSG00000257073	0	0	0	0	0	0
ENSG00000228007	24	15	21	18	20	31
ENSG00000265987	0	1	0	0	0	0
ENSG00000264853	0	0	1	0	0	0
ENSG00000265342	1	0	1	1	2	0
ENSG00000264511	0	0	0	0	0	0
ENSG00000223217	0	0	0	0	0	0
ENSG00000202332	0	0	0	0	0	0
ENSG00000177728	1716	1333	1954	2310	2044	1512
ENSG00000265636	0	0	0	0	0	0
ENSG00000177303	579	496	651	928	721	642
ENSG00000182173	656	698	715	890	763	790
ENSG00000073350	4986	3944	5574	7037	6272	5243
ENSG00000266714	646	509	663	839	793	656
ENSG00000108469	516	496	561	686	670	598
ENSG00000204323	65	83	76	94	72	60
ENSG00000259120	266	208	232	270	272	206
ENSG00000161526	1585	1506	1296	1584	1582	1459
ENSG00000264829	0	0	0	0	0	0
ENSG00000264270	0	0	2	0	0	0
ENSG00000132470	32372	21142	19504	25577	29730	18843
ENSG00000108479	362	286	427	545	474	422
ENSG00000132475	13871	13923	12077	14513	14691	12765
ENSG00000263565	0	0	0	0	0	0
ENSG00000132478	933	921	1006	1203	1160	981
ENSG00000266980	3	0	0	1	1	0
ENSG00000092929	7301	5760	6919	8832	7998	6555
ENSG00000132471	3770	3168	3407	4090	4130	3262
ENSG00000132481	641	610	482	612	664	607
ENSG00000267801	6	4	2	6	4	4
ENSG00000141569	606	683	511	619	810	724
ENSG00000267342	1	1	10	2	2	5
ENSG00000204316	19	16	25	24	25	17
ENSG00000267426	0	0	0	0	0	0
ENSG00000188878	34	42	43	63	48	55
ENSG00000161533	2913	3087	3113	3745	3201	2692
ENSG00000267615	0	0	0	0	0	0
ENSG00000257949	0	0	2	0	1	1
ENSG00000261408	5	3	3	5	4	0
ENSG00000250506	3	1	1	3	4	1
ENSG00000167880	2404	1872	2469	3130	2999	2329
ENSG00000167881	3659	3771	3493	4474	3961	3531
ENSG00000186919	3	1	1	5	3	2
ENSG00000182687	2	0	0	0	0	2
ENSG00000182473	1947	1997	1993	2449	2185	1862
ENSG00000129654	673	612	777	992	877	813
ENSG00000267128	25	28	22	34	24	27
ENSG00000141576	1838	2152	2122	2592	2280	2270
ENSG00000267376	0	2	1	0	0	0
ENSG00000228218	38	37	17	22	20	39
ENSG00000185262	1515	1224	1006	1287	1518	1213
ENSG00000129646	15	16	16	22	10	12
ENSG00000161542	883	1026	1007	1233	1121	1021
ENSG00000251779	0	0	0	0	0	0
ENSG00000238418	0	0	0	0	0	0
ENSG00000207169	0	0	0	0	0	0
ENSG00000267518	0	0	0	0	0	0
ENSG00000176170	745	656	572	755	786	696
ENSG00000175931	1383	1320	1112	1342	1514	1431
ENSG00000242931	1	0	0	0	0	1
ENSG00000129673	2	2	0	4	4	2
ENSG00000129667	1714	1469	1071	1406	1609	1288
ENSG00000161544	2	2	0	4	1	3
ENSG00000214140	10	4	3	4	9	2
ENSG00000267546	0	0	3	3	0	2
ENSG00000267543	0	1	2	1	0	3
ENSG00000272386	1	0	1	0	0	0
ENSG00000163597	1153	1181	814	940	1207	1029
ENSG00000199961	1	0	0	0	2	0
ENSG00000070731	307	220	263	317	318	209
ENSG00000267078	0	0	0	0	0	0
ENSG00000267084	0	0	0	0	0	0
ENSG00000070526	520	532	570	621	687	499
ENSG00000199735	0	0	0	0	0	0
ENSG00000261335	3	5	6	4	7	2
ENSG00000182534	2784	2415	2724	3376	3177	2441
ENSG00000212418	0	1	0	0	0	0
ENSG00000070495	690	578	404	571	646	592
ENSG00000181038	291	272	229	302	316	257
ENSG00000267168	0	0	0	0	0	0
ENSG00000161547	3227	3748	2487	2657	3837	3406
ENSG00000092931	479	517	522	591	602	479
ENSG00000207556	0	0	0	0	0	0
ENSG00000200257	0	0	0	0	0	0
ENSG00000267065	0	0	0	2	0	2
ENSG00000267535	0	0	0	0	0	0
ENSG00000167889	6	3	4	8	9	12
ENSG00000267568	0	0	0	0	0	0
ENSG00000267521	0	0	0	0	0	0
ENSG00000203318	0	0	0	0	0	0
ENSG00000203317	0	0	0	0	0	0
ENSG00000129657	1806	1615	1626	2091	1838	1427
ENSG00000234912	50	57	26	39	47	72
ENSG00000203316	0	0	0	0	0	0
ENSG00000213135	0	3	0	0	1	3
ENSG00000203315	2	0	0	0	0	0
ENSG00000203314	0	0	0	0	0	0
ENSG00000225646	0	0	0	0	0	0
ENSG00000228733	0	0	0	0	0	0
ENSG00000222808	2	0	4	0	1	2
ENSG00000262870	0	0	0	0	0	1
ENSG00000263718	5	11	10	5	10	4
ENSG00000265121	0	0	0	0	0	0
ENSG00000184640	14560	13700	12556	15847	14861	13467
ENSG00000266998	0	1	0	2	1	0
ENSG00000264060	0	0	0	0	0	0
ENSG00000200651	0	0	0	0	0	0
ENSG00000267263	0	1	0	0	0	0
ENSG00000267016	1	0	0	0	0	0
ENSG00000267665	0	0	0	0	0	0
ENSG00000267506	0	0	0	1	1	0
ENSG00000267466	0	0	0	0	0	0
ENSG00000267790	0	0	0	0	0	0
ENSG00000204283	1	2	1	0	1	0
ENSG00000238898	0	0	0	0	0	0
ENSG00000078687	324	313	288	333	355	288
ENSG00000267463	0	0	0	0	0	0
ENSG00000238658	0	0	0	0	0	0
ENSG00000224512	0	0	0	0	0	0
ENSG00000204282	74	82	51	81	83	72
ENSG00000141524	1379	970	1329	1707	1521	1133
ENSG00000167895	146	117	164	197	193	156
ENSG00000187997	0	0	0	1	1	1
ENSG00000267679	2	3	3	4	7	8
ENSG00000108639	6402	6174	6712	8549	7834	6815
ENSG00000167900	4050	4091	4482	5534	4812	4801
ENSG00000183077	396	371	338	439	424	346
ENSG00000267624	0	0	0	0	0	0
ENSG00000089685	1016	1129	986	1158	1201	1095
ENSG00000268310	0	0	0	0	0	0
ENSG00000204278	0	0	0	0	0	0
ENSG00000267676	0	0	1	0	0	0
ENSG00000204277	0	0	0	0	1	1
ENSG00000267737	25	12	24	21	27	24
ENSG00000184557	341	256	95	138	231	139
ENSG00000266970	3	4	5	7	5	5
ENSG00000243870	0	0	0	0	0	0
ENSG00000087157	397	311	355	484	405	406
ENSG00000200063	0	0	0	0	0	0
ENSG00000187775	70	55	48	57	55	54
ENSG00000268965	0	0	0	0	0	0
ENSG00000267432	10	10	7	11	16	14
ENSG00000268470	0	0	0	0	0	0
ENSG00000267770	0	0	0	0	0	0
ENSG00000243426	0	0	0	0	0	0
ENSG00000267123	9	9	6	9	14	10
ENSG00000108669	1390	1204	1118	1327	1460	1167
ENSG00000252391	0	0	0	0	1	0
ENSG00000055483	1367	1370	909	1086	1496	1256
ENSG00000267355	0	4	2	2	1	0
ENSG00000035862	1744	1579	1886	2383	2009	1634
ENSG00000267601	0	0	0	0	0	0
ENSG00000178404	4	6	3	4	5	4
ENSG00000267491	1	0	0	0	0	0
ENSG00000108679	10489	10011	11981	15532	13447	11773
ENSG00000171302	11567	12133	7407	8758	11327	9921
ENSG00000265096	8	12	5	6	5	8
ENSG00000173918	251	208	169	189	260	207
ENSG00000167280	740	644	972	1154	1033	899
ENSG00000167281	3	1	2	0	0	1
ENSG00000266711	0	0	0	0	0	0
ENSG00000266665	0	0	0	0	0	0
ENSG00000214105	0	0	0	0	0	1
ENSG00000239173	0	0	0	0	0	0
ENSG00000182156	0	0	0	0	0	0
ENSG00000173894	507	526	296	375	588	531
ENSG00000141570	389	367	469	560	484	504
ENSG00000262768	6	10	9	5	3	4
ENSG00000238331	0	0	0	0	0	0
ENSG00000262772	47	41	48	66	57	47
ENSG00000141582	613	479	842	1046	863	694
ENSG00000262343	0	1	1	0	0	0
ENSG00000262585	38	32	48	60	55	43
ENSG00000262188	3	10	10	9	15	7
ENSG00000167291	2847	3005	3050	4093	3342	3354
ENSG00000184247	0	0	0	0	0	0
ENSG00000262172	7	6	13	12	3	2
ENSG00000261978	0	0	0	0	0	0
ENSG00000141519	38	41	36	48	38	42
ENSG00000171298	1942	1648	2123	2743	2479	2117
ENSG00000141543	3290	3518	3019	3646	3583	3339
ENSG00000141527	18	23	57	60	51	43
ENSG00000262580	2	1	1	2	5	1
ENSG00000181523	343	362	349	468	454	429
ENSG00000181045	58	52	54	73	71	60
ENSG00000173821	4956	4778	5207	6112	5510	4814
ENSG00000262979	0	0	0	0	2	0
ENSG00000263069	6	3	6	2	7	7
ENSG00000173818	306	261	317	340	364	340
ENSG00000264961	1	0	0	0	0	1
ENSG00000260369	0	3	0	0	3	1
ENSG00000171246	1	1	4	3	7	6
ENSG00000262000	0	0	0	0	0	0
ENSG00000271340	0	0	0	0	0	0
ENSG00000213128	0	1	0	1	1	0
ENSG00000141564	1503	1617	1551	1838	1773	1742
ENSG00000232083	0	0	0	2	2	0
ENSG00000262833	3	4	3	5	1	0
ENSG00000262313	0	0	0	0	0	0
ENSG00000262662	0	0	0	0	0	0
ENSG00000261924	0	0	0	4	0	0
ENSG00000240270	0	1	0	0	0	0
ENSG00000176108	71	65	79	104	91	90
ENSG00000263218	0	0	0	0	0	0
ENSG00000175911	7	5	6	4	5	1
ENSG00000262873	1	0	1	0	0	1
ENSG00000262098	1	1	0	0	2	1
ENSG00000226137	706	769	981	1192	1082	1024
ENSG00000175866	1093	908	1105	1439	1221	1113
ENSG00000181409	510	369	569	796	677	562
ENSG00000207736	1	2	0	0	0	1
ENSG00000211563	0	0	0	0	0	0
ENSG00000221025	0	1	0	1	0	0
ENSG00000263167	0	0	0	1	2	0
ENSG00000225180	0	1	0	0	0	0
ENSG00000141577	343	307	412	560	466	406
ENSG00000262115	0	1	1	1	1	0
ENSG00000167302	76	69	55	85	93	85
ENSG00000260005	7	4	7	5	7	3
ENSG00000224877	421	506	409	562	536	571
ENSG00000157637	2466	2257	2608	3481	3090	2640
ENSG00000185168	35	23	47	46	36	43
ENSG00000185332	63	74	94	109	124	103
ENSG00000263154	11	5	1	6	3	2
ENSG00000262223	2	6	1	4	3	1
ENSG00000262877	3	1	7	4	2	0
ENSG00000263053	14	11	13	18	24	15
ENSG00000171282	570	456	612	725	817	637
ENSG00000266392	5	3	2	2	1	0
ENSG00000266189	1	4	2	0	3	5
ENSG00000263271	0	0	0	0	0	0
ENSG00000184009	64706	56661	41533	55486	59416	47223
ENSG00000266077	0	0	0	0	0	0
ENSG00000229947	0	0	0	0	0	0
ENSG00000229848	12	5	10	8	8	5
ENSG00000186765	14	8	12	14	15	17
ENSG00000185504	827	732	870	1213	1127	1058
ENSG00000182446	4219	4386	4102	5128	4683	4264
ENSG00000207021	0	0	0	0	0	0
ENSG00000182612	17	12	13	24	21	15
ENSG00000185527	0	0	2	1	1	1
ENSG00000204237	290	259	287	321	334	335
ENSG00000185298	1012	1146	843	1041	1245	1239
ENSG00000263853	2	0	3	2	1	1
ENSG00000214087	268	236	267	324	304	267
ENSG00000185359	2076	1867	1801	2263	2332	2038
ENSG00000262049	12	10	19	28	18	29
ENSG00000262814	128	67	106	210	148	169
ENSG00000262660	0	0	0	0	0	0
ENSG00000183048	415	375	410	535	502	507
ENSG00000215644	1	0	0	0	0	1
ENSG00000225663	121	98	117	141	140	112
ENSG00000215621	0	0	0	0	0	0
ENSG00000182676	0	0	0	0	0	2
ENSG00000185624	12783	12994	13214	16445	14198	12766
ENSG00000262831	0	0	0	0	0	0
ENSG00000141522	4591	4314	3343	4484	4726	4234
ENSG00000262413	0	0	0	0	0	0
ENSG00000263731	23	15	11	16	18	12
ENSG00000263859	0	0	0	0	0	0
ENSG00000183684	2795	3049	2571	2975	2906	2947
ENSG00000141552	1475	1207	1496	1892	1734	1615
ENSG00000183979	0	0	0	0	0	0
ENSG00000185813	2033	1977	1807	2284	2378	2062
ENSG00000187531	1022	920	954	1141	1021	902
ENSG00000197063	1990	1776	983	1254	1499	1160
ENSG00000264769	4	4	5	2	2	1
ENSG00000265688	157	151	58	102	168	128
ENSG00000183010	3282	3144	2969	4040	3738	3580
ENSG00000263585	0	0	0	0	0	0
ENSG00000185105	7	8	7	7	7	8
ENSG00000235296	0	1	0	2	0	1
ENSG00000185269	30	38	49	95	53	51
ENSG00000264735	0	0	0	0	0	1
ENSG00000169696	450	345	386	553	518	480
ENSG00000169689	1284	1354	1297	1624	1502	1472
ENSG00000169683	326	267	538	645	575	503
ENSG00000169750	328	326	328	492	465	406
ENSG00000169738	736	828	823	1042	902	887
ENSG00000264569	0	2	0	1	1	0
ENSG00000169733	391	372	400	548	525	424
ENSG00000169727	2257	2136	2230	2930	2520	2472
ENSG00000169718	2198	2238	2250	2776	2670	2503
ENSG00000169710	18473	14657	13507	18501	20561	16701
ENSG00000176155	367	286	381	463	459	399
ENSG00000238947	0	0	0	0	0	0
ENSG00000265678	6	2	4	8	7	5
ENSG00000266654	0	0	0	0	0	0
ENSG00000264548	1	0	3	6	3	2
ENSG00000141526	3005	2220	2129	2634	3248	2418
ENSG00000141551	3957	3443	3777	4412	4208	3645
ENSG00000184551	12	9	14	16	15	10
ENSG00000268852	14	8	15	12	20	9
ENSG00000265692	4	5	0	2	2	2
ENSG00000260563	14	10	17	12	12	20
ENSG00000173762	2	0	1	0	1	0
ENSG00000141574	113	140	241	320	187	194
ENSG00000182459	1	1	5	1	1	4
ENSG00000181408	0	0	0	0	0	0
ENSG00000260011	0	0	1	0	0	2
ENSG00000181396	1030	1036	1089	1316	1233	1192
ENSG00000264812	0	1	3	1	1	1
ENSG00000201239	0	0	0	1	0	0
ENSG00000169660	147	131	140	218	195	187
ENSG00000178927	495	435	621	767	671	539
ENSG00000265458	29	25	43	34	34	33
ENSG00000141562	1140	1105	1301	1560	1458	1232
ENSG00000266445	1	0	0	1	0	0
ENSG00000266236	1	3	1	3	1	2
ENSG00000141568	2469	2239	1800	2402	2597	2355
ENSG00000265136	1	4	0	2	3	2
ENSG00000262652	1	0	3	1	1	0
ENSG00000238403	0	0	0	1	2	0
ENSG00000262147	24	18	17	27	22	25
ENSG00000261845	0	0	0	0	0	0
ENSG00000141580	4940	4373	4628	5694	5638	4599
ENSG00000141542	515	476	808	923	771	623
ENSG00000266107	0	0	0	0	0	0
ENSG00000263063	1	2	2	5	2	1
ENSG00000141560	1030	1028	1288	1500	1291	1278
ENSG00000263321	0	0	0	3	1	0
ENSG00000167363	95	92	184	247	184	122
ENSG00000262410	3	2	4	4	4	3
ENSG00000141556	2241	2249	2379	3065	2811	2535
ENSG00000264383	0	0	0	0	0	0
ENSG00000265461	0	0	0	0	0	0
ENSG00000263098	0	0	0	1	0	0
ENSG00000141579	11	9	28	35	13	18
ENSG00000262663	2	2	1	6	4	1
ENSG00000175711	168	183	160	210	198	205
ENSG00000262339	0	0	1	1	0	0
ENSG00000176845	633	515	795	1145	782	663
ENSG00000261888	10	15	20	29	22	16
ENSG00000262898	1	0	1	0	0	0
ENSG00000262952	0	0	0	0	0	0
ENSG00000256692	0	0	0	0	0	0
ENSG00000262094	0	0	0	0	0	0
ENSG00000232938	3	0	0	1	2	3
ENSG00000262352	1	1	0	1	2	1
ENSG00000263305	0	0	0	0	0	0
ENSG00000262181	0	0	0	0	0	0
ENSG00000173213	6	11	7	14	2	11
ENSG00000262081	0	0	0	1	0	1
ENSG00000263006	26	30	38	48	36	37
ENSG00000101557	2862	3235	2151	2674	3127	2776
ENSG00000079134	419	431	314	377	387	445
ENSG00000263884	5	1	2	1	2	0
ENSG00000264514	0	0	0	0	0	0
ENSG00000264433	0	0	0	0	0	0
ENSG00000158270	0	0	0	0	0	1
ENSG00000265477	0	0	0	0	0	0
ENSG00000264265	0	0	0	0	0	0
ENSG00000177143	0	0	0	0	0	0
ENSG00000222174	0	0	0	0	0	0
ENSG00000079101	0	0	0	0	0	0
ENSG00000239158	0	0	0	0	0	0
ENSG00000176912	18	14	17	20	19	18
ENSG00000266456	2	1	2	0	2	1
ENSG00000263727	0	0	1	0	0	1
ENSG00000176890	1198	1287	1140	1464	1301	1282
ENSG00000132199	1503	1658	1437	1744	1617	1701
ENSG00000265490	0	0	1	1	4	1
ENSG00000176105	2922	3110	2822	3329	3338	2717
ENSG00000266171	2	0	0	0	0	0
ENSG00000264339	0	0	0	0	0	0
ENSG00000264635	0	0	0	1	2	0
ENSG00000206687	0	0	0	0	0	0
ENSG00000273355	7	3	4	10	1	10
ENSG00000266575	0	0	0	1	0	0
ENSG00000264179	0	0	1	0	0	0
ENSG00000265671	0	0	0	0	0	0
ENSG00000265179	0	0	0	0	1	0
ENSG00000141433	0	0	0	0	0	0
ENSG00000259837	0	0	0	0	0	0
ENSG00000272461	0	0	0	0	0	0
ENSG00000263551	0	0	0	0	0	0
ENSG00000263505	0	0	0	0	0	0
ENSG00000266251	0	0	0	0	0	0
ENSG00000132204	1	1	0	0	0	1
ENSG00000199197	0	0	0	0	0	0
ENSG00000263396	0	0	0	0	0	0
ENSG00000265417	1	0	1	1	1	1
ENSG00000266602	0	0	0	0	0	0
ENSG00000266450	0	0	0	0	0	0
ENSG00000264080	0	0	0	0	0	0
ENSG00000263745	3	4	6	8	8	8
ENSG00000264189	0	0	0	0	0	1
ENSG00000101574	418	483	363	440	467	421
ENSG00000238575	0	0	2	0	1	1
ENSG00000266783	2	4	5	6	5	7
ENSG00000264150	0	0	0	0	0	0
ENSG00000080986	1333	1435	1540	1820	1571	1618
ENSG00000235422	0	0	0	0	0	0
